,case_id,trade_nm,legal_name,street_addr_1_txt,cty_nm,st_cd,zip_cd,naic_cd,naics_code_description,case_violtn_cnt,cmp_assd_cnt,ee_violtd_cnt,bw_atp_amt,ee_atp_cnt,findings_start_date,findings_end_date,flsa_violtn_cnt,flsa_repeat_violator,flsa_bw_atp_amt,flsa_ee_atp_cnt,flsa_mw_bw_atp_amt,flsa_ot_bw_atp_amt,flsa_15a3_bw_atp_amt,flsa_cmp_assd_amt,sca_violtn_cnt,sca_bw_atp_amt,sca_ee_atp_cnt,mspa_violtn_cnt,mspa_bw_atp_amt,mspa_ee_atp_cnt,mspa_cmp_assd_amt,h1b_violtn_cnt,h1b_bw_atp_amt,h1b_ee_atp_cnt,h1b_cmp_assd_amt,fmla_violtn_cnt,fmla_bw_atp_amt,fmla_ee_atp_cnt,fmla_cmp_assd_amt,flsa_cl_violtn_cnt,flsa_cl_minor_cnt,flsa_cl_cmp_assd_amt,dbra_cl_violtn_cnt,dbra_bw_atp_amt,dbra_ee_atp_cnt,h2a_violtn_cnt,h2a_bw_atp_amt,h2a_ee_atp_cnt,h2a_cmp_assd_amt,flsa_smw14_violtn_cnt,flsa_smw14_bw_amt,flsa_smw14_ee_atp_cnt,cwhssa_violtn_cnt,cwhssa_bw_amt,cwhssa_ee_cnt,osha_violtn_cnt,osha_bw_atp_amt,osha_ee_atp_cnt,osha_cmp_assd_amt,eppa_violtn_cnt,eppa_bw_atp_amt,eppa_ee_cnt,eppa_cmp_assd_amt,h1a_violtn_cnt,h1a_bw_atp_amt,h1a_ee_atp_cnt,h1a_cmp_assd_amt,crew_violtn_cnt,crew_bw_atp_amt,crew_ee_atp_cnt,crew_cmp_assd_amt,ccpa_violtn_cnt,ccpa_bw_atp_amt,ccpa_ee_atp_cnt,flsa_smwpw_violtn_cnt,flsa_smwpw_bw_atp_amt,flsa_smwpw_ee_atp_cnt,flsa_hmwkr_violtn_cnt,flsa_hmwkr_bw_atp_amt,flsa_hmwkr_ee_atp_cnt,flsa_hmwkr_cmp_assd_amt,ca_violtn_cnt,ca_bw_atp_amt,ca_ee_atp_cnt,pca_violtn_cnt,pca_bw_atp_amt,pca_ee_atp_cnt,flsa_smwap_violtn_cnt,flsa_smwap_bw_atp_amt,flsa_smwap_ee_atp_cnt,flsa_smwft_violtn_cnt,flsa_smwft_bw_atp_amt,flsa_smwft_ee_atp_cnt,flsa_smwl_violtn_cnt,flsa_smwl_bw_atp_amt,flsa_smwl_ee_atp_cnt,flsa_smwmg_violtn_cnt,flsa_smwmg_bw_atp_amt,flsa_smwmg_ee_atp_cnt,flsa_smwsl_violtn_cnt,flsa_smwsl_bw_atp_amt,flsa_smwsl_ee_atp_cnt,eev_violtn_cnt,h2b_violtn_cnt,h2b_bw_atp_amt,h2b_ee_atp_cnt,sraw_violtn_cnt,sraw_bw_atp_amt,sraw_ee_atp_cnt,ld_dt
110538,1746097,USPS,USPS,700 E. 61st,Chicago,IL,60637,491110,Postal Service,2,0,1,0,0,8/8/14,8/8/15,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-02-19 01:00:04.033000 AMERICA/NEW_YORK
110553,1735540,Astoria Place Living & Rehabilitaton Center,"Astoria Place Living & Rehab. Center, LLC",6300 North Californian Avenue,Chicago,IL,60659,623110,Nursing Care Facilities,2,0,1,1912.5,1,5/6/12,5/4/14,2,,1912.5,1,0,1912.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-05-08 01:00:06.172000 AMERICA/NEW_YORK
110831,1525612,Market Fresh,Market Fresh Inc.,800 N. Kedzie Ave,Chicago,IL,60651,445110,Supermarkets and Other Grocery (except Convenience) Stores,17,0,16,6083.5,16,10/7/06,9/27/08,17,,6083.5,16,0,6083.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
111009,1631060,Pomex Construction,"Pomex Construction, Inc.",1300 W. 35th St,Chicago,IL,60609,236116,New Multifamily Housing Construction (except Operative Builders),12,0,4,15992.92,4,4/21/10,2/15/12,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13816.72,4,0,0,0,0,0,0,0,4,2176.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
111053,1744249,B H Masonry,"HB Group, LLC",5447 N. Panama Ave,Chicago,IL,60656,23611,Residential Building Construction,0,0,1,0,0,11/24/12,11/15/14,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-05-08 01:00:06.172000 AMERICA/NEW_YORK
111059,1702381,Board of Trustees of Chicago State University,Chicago State University,9501 S King Drive,Chicago,IL,60628,611310,"Colleges, Universities, and Professional Schools",23,0,23,30682,23,7/1/13,7/31/13,23,,30682,23,30682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
111233,1660783,Al's Beef,Al's #1 Beef,1079 W. Taylor St.,Chicago,IL,60607,722211,Limited-Service Restaurants,1,0,0,0,0,7/13/10,7/12/12,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
111374,1535311,USPS,United States Postal Service,11560 Irving Park Road,Chicago,IL,60701,491110,Postal Service,0,0,1,0,0,8/18/08,9/4/09,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
111562,1739368,Pinky nail trio,Pinky Nail Inc,332 n des plaines,Chicago,IL,60661,812113,Nail Salons,13,0,12,13419.39,11,9/2/12,8/30/14,13,,13419.39,11,0,13419.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-02-19 01:00:04.033000 AMERICA/NEW_YORK
111583,1691484,Granite Innovations,Granite Innovations Inc.,1420 West Hubbard St.,Chicago,IL,60622,236220,Commercial and Institutional Building Construction,18,0,17,22326.12,17,5/15/11,5/15/13,18,,22326.12,17,0,22326.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
111863,1743272,PLS Services,PLS Services Inc,8445 S South Chicago Avenue,Chicago,IL,60617,561730,Landscaping Services,0,0,0,0,0,11/1/12,11/1/14,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-04-01 01:00:03.975000 AMERICA/NEW_YORK
111950,1687136,Paisanos Mufflers & Brakes,"Paisanos Mufflers & Brakes, LLC",1500 W. 47th St.,Chicago,IL,60609,811198,All Other Automotive Repair and Maintenance,0,0,0,0,0,4/8/11,4/5/13,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
112031,1706623,ACES Security,"ACES Security, Inc.",6237 W. 59th St.,Chicago,IL,60638,561612,Security Guards and Patrol Services,28,0,27,22347.3,26,10/12/11,9/25/13,28,,22347.3,26,0,22347.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
112125,1528867,Lawrence Hall Youth Services,Lawrence Hall Youth Services,4833 North Francisco,Chicago,IL,60625,624110,Child and Youth Services,0,0,1,0,0,8/1/08,11/20/08,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
112132,1542062,"Kehoe Design, Inc.","Kehoe Design, Inc.",2108 W. Walnut,Chicago,IL,60612,5414,Specialized Design Services,0,0,0,0,0,4/15/07,4/1/09,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
112154,1663079,Plaza Mini Mart,,5022 W. Lawrence,Chicago,IL,60630,445120,Convenience Stores,0,0,0,0,0,8/9/10,8/9/12,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
112289,1729605,Rios D'Sudamerica,Rios D'Sudamerica Inc.,2010 W Armitage,Chicago,IL,60647,722110,Full-Service Restaurants,11,3080,8,19798.49,8,8/5/12,8/4/14,11,RW,19798.49,8,19687.44,111.05,0,3080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-11-02 02:45:59.709000 AMERICA/NEW_YORK
112450,1681728,The Thresholds,The Thresholds Inc,4101 N. Ravenswood,Chicago,IL,60613,9180,State Sheltered Workshops,1,0,0,0,0,2/5/11,2/1/13,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
112597,1647490,Yolk,Kopokos Inc,1120 S. Michigan,Chicago,IL,60605,722110,Full-Service Restaurants,1,0,1,1192.12,1,7/1/11,3/2/12,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1192.12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
112700,1636371,Caffe Baci,Caffe Baci Inc,2 north Lasalle,Chicago,IL,60602,722320,Caterers,2,0,1,25.57,1,1/1/10,11/20/11,2,,25.57,1,0,25.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
112714,1531358,City of Chicago Department of Law,CIty of Chicago Department of Law,30 N Lasalle St,Chicago,IL,60602,939,Other State Governmental Facilities,0,0,1,0,0,11/15/06,11/1/08,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
113036,1787190,Tenorio Tire Shop (Kedzie),"Tenorio Tire Shop #5, Inc.",4041 S. Kedzie,Chicago,IL,60632,441320,Tire Dealers,1,0,0,0,0,2/3/14,1/31/16,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-11-02 02:45:59.709000 AMERICA/NEW_YORK
113037,1787191,Tenorio Tire Shop (47th St.),"Tenorio Tire Shop 5, Inc.",2223 W. 47th St,Chicago,IL,60609,441320,Tire Dealers,1,0,0,0,0,2/3/14,1/31/16,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-11-02 02:45:59.709000 AMERICA/NEW_YORK
113220,1469057,Topline Automotive Engineering,Topline automotive engineering inc.,8200 S. Hoyne Ave.,Chicago,IL,60620,81119,Other Automotive Repair and Maintenance,7,0,7,7511.37,7,3/1/05,2/28/07,7,,7511.37,7,0,7511.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
113337,1725500,Peterson Park Health Care Center,"Peterson Park Associates, LLC",6141 North Pulaski Road,Chicago,IL,60646,623990,Other Residential Care Facilities,2,0,2,736.4,2,2/22/12,2/18/14,2,,736.4,2,0,736.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-05-08 01:00:06.172000 AMERICA/NEW_YORK
113656,1569695,Chicago O'Hare Garden Hotel,"A & A Hospitality, LLC.",Mr. Anshoo Sethi,Chicago,IL,60631,72111,Hotels (except Casino Hotels) and Motels,27,18700,17,21000,17,5/31/08,5/31/10,27,RW,21000,17,12700.71,8299.29,0,18700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
114267,1573210,Tchipka Construction Inc.,Tchipka Construction Inc.,2949 N. Albany,Chicago,IL,60618,23611,Residential Building Construction,15,0,7,27231.68,7,6/28/09,11/8/09,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,27231.68,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
114376,1534781,Renaissance at South Shore,Renaissance at South Shore,2425 East 71st Street,Chicago,IL,60649,62311,Nursing Care Facilities,45,0,45,5536.76,45,1/5/07,1/4/09,45,R,5536.76,45,0,5536.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
114509,1633021,"Mod Construction, Inc","Mod Construction, Inc",446 N Wells Ste 313,Chicago,IL,60610,236115,New Single-Family Housing Construction (except Operative Builders),8,0,4,10198.25,4,1/1/10,12/31/11,8,,10198.25,4,4701.25,5497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
114815,1638946,United Airlines,United Airlines,77 W. Wacker Dr,Chicago,IL,60601,481111,Scheduled Passenger Air Transportation,0,0,1,0,0,10/12/11,3/30/12,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
115111,1642717,Burlington Coat Factory,Burlington Coat Factory of lllionis ILLC,4510 S. Damen,Chicago,IL,60609,448140,Family Clothing Stores,1,0,1,0,0,4/1/11,11/12/11,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
115289,1559976,Sew-Rite Manufacturing,"Sew-Rite Manufacturing, Inc",1955 E. 71st,Chicago,IL,60649,315999,Other Apparel Accessories and Other Apparel Manufacturing,2,0,1,683.8,1,8/1/08,8/31/08,2,,683.8,1,522.25,161.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
115385,1657217,Dunkin Donuts,"Gunatit, Inc.",9100 S. Commercial,Chicago,IL,60617,722211,Limited-Service Restaurants,5,0,4,4871.56,4,8/15/11,8/31/12,5,,4871.56,4,0,4871.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
115496,1600195,Woodbridge Nursing Pavilion,"Woodbridge Nursing Pavilion, Ltd.",2242 N. Kedzie Blvd,Chicago,IL,60647,623110,Nursing Care Facilities,78,17160,78,31963.91,78,1/10/09,1/9/11,78,R,31963.91,78,0,31963.91,0,17160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
115529,1700913,"Pina  Paint Experts, Inc","Pina Paint Experts, Inc.",3715 W 68th St,Chicago,IL,60629,238320,Painting and Wall Covering Contractors,7,0,6,3487.73,6,4/1/13,8/9/13,7,,3487.73,6,0,3487.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
115619,1652142,La Baguette Bakery,La Baguette North Inc,5712 N Clark,Chicago,IL,60660,722211,Limited-Service Restaurants,0,0,0,0,0,6/29/10,6/29/12,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
115658,1605329,"Sabor Latino, Inc","Sabor Latino, Inc",3810 W. North Ave,Chicago,IL,60647,722110,Full-Service Restaurants,12,0,8,0,0,10/3/09,3/25/11,12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
115843,1432793,AJ's Grill,"Chicago Arifa, Inc.",6141 North Broadway,Chicago,IL,60660,722211,Limited-Service Restaurants,5,0,4,5210.42,4,2/23/04,2/22/06,5,,5210.42,4,0,5210.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
115844,1432794,Prime Care,"Prime Care Medicar Services, Inc.",6417 N. Ravenswood Ave,Chicago,IL,60626,62412,Services for the Elderly and Persons with Disabilities,0,0,0,0,0,2/1/04,2/1/06,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
116080,1676172,Sweep Home Chicago,Sweep Home Chicago INC,"935 W. Chestnut, Ste LL12",Chicago,IL,60642,561720,Janitorial Services,18,0,17,7456.25,17,5/1/11,11/25/12,18,,7456.25,17,0,7456.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
